55;'Private,';147989;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';5013;0;52;'United-States,'
30;'Private,';53285;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
37;'Private,';167777;'HS-grad,';9;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
53;'Private,';290688;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
29;'Private,';102345;'Some-college,';10;'Never-married,';'Tech-support,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
26;'Private,';244372;'HS-grad,';9;'Married-civ-spouse,';'Adm-clerical,';'Wife,';'White,';'Female,';0;0;52;'United-States,'
35;'Local-gov,';387777;'Assoc-acdm,';12;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
50;'Local-gov,';226497;'Some-college,';10;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
27;'Private,';211184;'HS-grad,';9;'Never-married,';'Adm-clerical,';'Not-in-family,';'White,';'Female,';0;0;52;'United-States,'
29;'Private,';174645;'11th,';7;'Divorced,';'Craft-repair,';'Unmarried,';'White,';'Female,';0;0;52;'United-States,'
46;'Local-gov,';398986;'Doctorate,';16;'Married-civ-spouse,';'Prof-specialty,';'Wife,';'White,';'Female,';0;1902;52;'United-States,'
47;'Private,';175925;'10th,';6;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;2179;52;'United-States,'
59;'Private,';291529;'10th,';6;'Widowed,';'Machine-op-inspct,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
26;'Private,';210714;'HS-grad,';9;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
41;'Private,';103980;'Some-college,';10;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
28;'Private,';271572;'9th,';5;'Never-married,';'Other-service,';'Other-relative,';'White,';'Male,';0;0;52;'United-States,'
36;'Private,';41017;'Some-college,';10;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
44;'Local-gov,';433705;'HS-grad,';9;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
71;'Private,';110380;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;2467;52;'United-States,'
19;'Private,';60661;'HS-grad,';9;'Never-married,';'Handlers-cleaners,';'Own-child,';'White,';'Male,';0;0;52;'United-States,'
53;'Private,';31588;'Bachelors,';13;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
44;'Local-gov,';56651;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
47;'Private,';374580;'HS-grad,';9;'Separated,';'Sales,';'Not-in-family,';'White,';'Female,';0;0;52;'United-States,'
38;'Private,';102945;'Bachelors,';13;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
46;'Private,';31432;'HS-grad,';9;'Married-civ-spouse,';'Adm-clerical,';'Wife,';'White,';'Female,';3103;0;52;'United-States,'
52;'Local-gov,';152795;'HS-grad,';9;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
50;'State-gov,';297551;'HS-grad,';9;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
46;'Private,';102542;'7th-8th,';4;'Never-married,';'Other-service,';'Own-child,';'White,';'Male,';0;0;52;'United-States,'
54;'Private,';338620;'Masters,';14;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
26;'Private,';247006;'HS-grad,';9;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
20;'Private,';200450;'7th-8th,';4;'Never-married,';'Machine-op-inspct,';'Own-child,';'White,';'Female,';0;0;52;'United-States,'
27;'Private,';176683;'Assoc-acdm,';12;'Never-married,';'Sales,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
36;'Private,';207789;'HS-grad,';9;'Divorced,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
36;'Private,';76417;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
27;'Private,';193898;'Bachelors,';13;'Divorced,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
28;'Private,';160981;'Some-college,';10;'Never-married,';'Adm-clerical,';'Not-in-family,';'White,';'Female,';0;0;52;'United-States,'
28;'Local-gov,';419740;'Bachelors,';13;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
30;'Private,';110643;'Some-college,';10;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
51;'Local-gov,';154891;'HS-grad,';9;'Divorced,';'Protective-serv,';'Unmarried,';'White,';'Male,';0;0;52;'United-States,'
25;'Private,';166971;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
38;'Private,';167482;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
37;'Private,';150057;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
33;'Private,';229051;'Some-college,';10;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Male,';0;0;52;'United-States,'
48;'Private,';154033;'HS-grad,';9;'Divorced,';'Sales,';'Not-in-family,';'White,';'Female,';0;0;52;'United-States,'
40;'Private,';100292;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
28;'Private,';191088;'HS-grad,';9;'Divorced,';'Other-service,';'Not-in-family,';'White,';'Female,';0;1741;52;'United-States,'
47;'Self-emp-not-inc,';258498;'Some-college,';10;'Married-civ-spouse,';'Other-service,';'Wife,';'White,';'Female,';0;0;52;'United-States,'
41;'Private,';29762;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
45;'Private,';172822;'HS-grad,';9;'Married-civ-spouse,';'Machine-op-inspct,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
36;'Private,';186819;'Assoc-acdm,';12;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;52;'United-States,'
29;'Private,';273051;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;52;'Yugoslavia,'
64;'Private,';164204;'1st-4th,';2;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;53;'?,'
37;'Private,';126743;'1st-4th,';2;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;53;'Mexico,'
27;'Private,';138705;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
42;'Private,';193626;'HS-grad,';9;'Married-civ-spouse,';'Adm-clerical,';'Wife,';'White,';'Female,';0;0;53;'United-States,'
30;'Private,';140011;'Assoc-voc,';11;'Married-civ-spouse,';'Handlers-cleaners,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
48;'Private,';348144;'Some-college,';10;'Divorced,';'Transport-moving,';'Not-in-family,';'White,';'Male,';3325;0;53;'United-States,'
21;'Private,';83141;'HS-grad,';9;'Never-married,';'Farming-fishing,';'Not-in-family,';'White,';'Male,';0;0;53;'United-States,'
26;'Private,';176520;'HS-grad,';9;'Never-married,';'Adm-clerical,';'Not-in-family,';'White,';'Male,';0;0;53;'United-States,'
43;'Private,';258049;'Masters,';14;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';7688;0;53;'United-States,'
43;'Federal-gov,';155106;'Bachelors,';13;'Married-civ-spouse,';'Handlers-cleaners,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
22;'Local-gov,';163205;'HS-grad,';9;'Never-married,';'Other-service,';'Own-child,';'White,';'Female,';0;0;53;'United-States,'
46;'Private,';79874;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
34;'Private,';399386;'Assoc-voc,';11;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
24;'Private,';117167;'Some-college,';10;'Never-married,';'Other-service,';'Not-in-family,';'White,';'Female,';0;0;53;'United-States,'
36;'Local-gov,';223433;'Assoc-voc,';11;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
40;'Private,';34987;'Bachelors,';13;'Never-married,';'Sales,';'Not-in-family,';'White,';'Male,';0;0;53;'United-States,'
58;'Private,';248739;'HS-grad,';9;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
23;'Private,';181820;'HS-grad,';9;'Separated,';'Craft-repair,';'Own-child,';'White,';'Male,';0;0;53;'United-States,'
19;'Self-emp-not-inc,';137578;'HS-grad,';9;'Never-married,';'Other-service,';'Own-child,';'White,';'Male,';0;0;53;'United-States,'
62;'Private,';123411;'7th-8th,';4;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
55;'Private,';190257;'HS-grad,';9;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
33;'?,';314913;'11th,';7;'Divorced,';'?,';'Own-child,';'White,';'Male,';0;0;53;'United-States,'
34;'Local-gov,';31391;'HS-grad,';9;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
61;'Self-emp-not-inc,';268831;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;53;'United-States,'
34;'Self-emp-inc,';207668;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;54;'?,'
34;'Private,';117529;'Some-college,';10;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;54;'Mexico,'
32;'Private,';236543;'12th,';8;'Divorced,';'Protective-serv,';'Own-child,';'White,';'Male,';0;0;54;'Mexico,'
18;'Private,';333611;'5th-6th,';3;'Never-married,';'Other-service,';'Other-relative,';'White,';'Male,';0;0;54;'Mexico,'
51;'Private,';340588;'1st-4th,';2;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;54;'Mexico,'
38;'Private,';430035;'9th,';5;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;54;'Mexico,'
41;'Self-emp-inc,';34987;'Some-college,';10;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
51;'Private,';302847;'HS-grad,';9;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
53;'Private,';156843;'Masters,';14;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Female,';0;1564;54;'United-States,'
32;'Private,';43403;'Some-college,';10;'Divorced,';'Farming-fishing,';'Not-in-family,';'White,';'Female,';0;1590;54;'United-States,'
21;'Private,';305874;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
31;'Private,';45604;'HS-grad,';9;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
41;'Private,';197344;'HS-grad,';9;'Never-married,';'Craft-repair,';'Not-in-family,';'White,';'Male,';0;0;54;'United-States,'
54;'Self-emp-inc,';98051;'Some-college,';10;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
32;'Private,';168854;'HS-grad,';9;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
41;'Private,';195661;'Some-college,';10;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
29;'Private,';101597;'Some-college,';10;'Divorced,';'Sales,';'Unmarried,';'White,';'Female,';0;0;54;'United-States,'
26;'Private,';78424;'Assoc-voc,';11;'Never-married,';'Sales,';'Unmarried,';'White,';'Female,';0;0;54;'United-States,'
34;'Federal-gov,';419691;'Bachelors,';13;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';7298;0;54;'United-States,'
38;'Private,';172571;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;1848;54;'United-States,'
23;'Private,';419554;'HS-grad,';9;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
20;'State-gov,';39478;'Some-college,';10;'Never-married,';'Exec-managerial,';'Own-child,';'White,';'Male,';0;0;54;'United-States,'
63;'?,';222289;'Bachelors,';13;'Married-civ-spouse,';'?,';'Husband,';'White,';'Male,';7688;0;54;'United-States,'
28;'Private,';185127;'Some-college,';10;'Never-married,';'Tech-support,';'Not-in-family,';'White,';'Male,';0;0;54;'United-States,'
46;'Private,';185847;'HS-grad,';9;'Divorced,';'Transport-moving,';'Not-in-family,';'White,';'Male,';0;0;54;'United-States,'
56;'Self-emp-inc,';24127;'Assoc-voc,';11;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
30;'Private,';97453;'HS-grad,';9;'Divorced,';'Sales,';'Unmarried,';'White,';'Female,';0;0;54;'United-States,'
61;'Private,';477209;'7th-8th,';4;'Married-civ-spouse,';'Farming-fishing,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
35;'Private,';198202;'HS-grad,';9;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Female,';0;0;54;'United-States,'
22;'Private,';222993;'HS-grad,';9;'Never-married,';'Prof-specialty,';'Own-child,';'White,';'Male,';0;0;54;'United-States,'
53;'Local-gov,';103995;'Bachelors,';13;'Divorced,';'Prof-specialty,';'Not-in-family,';'White,';'Female,';0;1876;54;'United-States,'
53;'Private,';53812;'Some-college,';10;'Widowed,';'Exec-managerial,';'Not-in-family,';'White,';'Female,';0;0;54;'United-States,'
37;'Private,';37778;'Assoc-voc,';11;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
44;'Private,';131650;'Assoc-acdm,';12;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
24;'Private,';186314;'Some-college,';10;'Separated,';'Prof-specialty,';'Own-child,';'White,';'Male,';0;0;54;'United-States,'
37;'?,';319685;'Assoc-voc,';11;'Married-civ-spouse,';'?,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
29;'Private,';191722;'Some-college,';10;'Married-civ-spouse,';'Protective-serv,';'Husband,';'White,';'Male,';7688;0;54;'United-States,'
54;'Private,';146551;'HS-grad,';9;'Married-civ-spouse,';'Adm-clerical,';'Husband,';'White,';'Male,';0;0;54;'United-States,'
50;'Private,';128378;'5th-6th,';3;'Married-civ-spouse,';'Handlers-cleaners,';'Husband,';'White,';'Male,';0;0;55;'?,'
33;'Private,';164707;'Assoc-acdm,';12;'Never-married,';'Exec-managerial,';'Unmarried,';'White,';'Female,';2174;0;55;'?,'
35;'Private,';188069;'Masters,';14;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Male,';13550;0;55;'?,'
52;'Private,';84278;'Some-college,';10;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';7688;0;55;'?,'
28;'Private,';37821;'Assoc-voc,';11;'Never-married,';'Sales,';'Unmarried,';'White,';'Female,';0;0;55;'?,'
30;'Federal-gov,';54684;'Prof-school,';15;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;55;'?,'
55;'Private,';175942;'Doctorate,';16;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;1977;55;'?,'
27;'Private,';119793;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;55;'?,'
46;'Private,';268022;'Masters,';14;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'?,'
66;'Private,';115498;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';99999;0;55;'?,'
52;'Private,';186303;'Some-college,';10;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';15024;0;55;'Canada,'
30;'Private,';158002;'Some-college,';10;'Never-married,';'Craft-repair,';'Other-relative,';'White,';'Male,';0;0;55;'Ecuador,'
32;'Private,';158002;'Some-college,';10;'Never-married,';'Machine-op-inspct,';'Other-relative,';'White,';'Male,';0;0;55;'Ecuador,'
50;'Self-emp-not-inc,';44368;'HS-grad,';9;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';15024;0;55;'El-Salvador,'
37;'Private,';218490;'Masters,';14;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'El-Salvador,'
49;'Private,';50748;'Some-college,';10;'Divorced,';'Sales,';'Unmarried,';'White,';'Female,';0;0;55;'England,'
24;'Private,';43387;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'England,'
44;'Private,';207685;'HS-grad,';9;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;1564;55;'England,'
51;'Private,';87205;'Bachelors,';13;'Divorced,';'Prof-specialty,';'Unmarried,';'White,';'Female,';0;0;55;'England,'
33;'Self-emp-not-inc,';193246;'HS-grad,';9;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;55;'France,'
30;'Private,';111415;'HS-grad,';9;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;55;'Germany,'
51;'Private,';183611;'Assoc-acdm,';12;'Divorced,';'Exec-managerial,';'Unmarried,';'White,';'Male,';0;0;55;'Germany,'
40;'Private,';287008;'Prof-school,';15;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';15024;0;55;'Germany,'
32;'Private,';194740;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;55;'Greece,'
36;'Private,';82743;'Assoc-acdm,';12;'Never-married,';'Transport-moving,';'Not-in-family,';'White,';'Male,';0;0;55;'Iran,'
35;'Private,';202950;'HS-grad,';9;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'Iran,'
55;'Private,';90414;'Bachelors,';13;'Married-spouse-absent,';'Craft-repair,';'Unmarried,';'White,';'Female,';0;0;55;'Ireland,'
47;'Self-emp-not-inc,';121124;'5th-6th,';3;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;55;'Italy,'
43;'Private,';144778;'Bachelors,';13;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;0;55;'Italy,'
38;'Private,';193815;'Assoc-acdm,';12;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'Italy,'
24;'Private,';258120;'Bachelors,';13;'Never-married,';'Sales,';'Not-in-family,';'White,';'Male,';0;0;55;'Jamaica,'
31;'Private,';273818;'Some-college,';10;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;55;'Mexico,'
24;'Private,';240137;'1st-4th,';2;'Never-married,';'Handlers-cleaners,';'Not-in-family,';'White,';'Male,';0;0;55;'Mexico,'
23;'Private,';240137;'5th-6th,';3;'Never-married,';'Handlers-cleaners,';'Not-in-family,';'White,';'Male,';0;0;55;'Mexico,'
32;'Self-emp-inc,';275094;'Bachelors,';13;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';7688;0;55;'Mexico,'
23;'Private,';240137;'5th-6th,';3;'Never-married,';'Handlers-cleaners,';'Not-in-family,';'White,';'Male,';0;0;55;'Mexico,'
19;'Private,';340567;'1st-4th,';2;'Never-married,';'Handlers-cleaners,';'Not-in-family,';'White,';'Male,';0;0;55;'Mexico,'
41;'Private,';172828;'9th,';5;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;55;'Outlying-US(Guam-USVI-etc),'
35;'Private,';356838;'Some-college,';10;'Married-civ-spouse,';'Tech-support,';'Husband,';'White,';'Male,';2829;0;55;'Poland,'
26;'Private,';222637;'10th,';6;'Never-married,';'Craft-repair,';'Not-in-family,';'White,';'Male,';0;0;55;'Puerto-Rico,'
29;'Private,';201017;'Masters,';14;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Male,';0;0;55;'Scotland,'
50;'Federal-gov,';251585;'Bachelors,';13;'Divorced,';'Exec-managerial,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
40;'Federal-gov,';56795;'Masters,';14;'Never-married,';'Exec-managerial,';'Not-in-family,';'White,';'Female,';14084;0;55;'United-States,'
45;'Private,';109434;'Bachelors,';13;'Married-civ-spouse,';'Prof-specialty,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
28;'Private,';76714;'Prof-school,';15;'Never-married,';'Prof-specialty,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
66;'Private,';127921;'HS-grad,';9;'Never-married,';'Transport-moving,';'Not-in-family,';'White,';'Male,';2050;0;55;'United-States,'
22;'Private,';410439;'HS-grad,';9;'Married-spouse-absent,';'Sales,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
25;'Private,';86872;'Bachelors,';13;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
45;'Self-emp-inc,';197332;'Some-college,';10;'Married-civ-spouse,';'Craft-repair,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
28;'Private,';114053;'Bachelors,';13;'Never-married,';'Transport-moving,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
52;'Self-emp-inc,';51048;'Bachelors,';13;'Married-civ-spouse,';'Sales,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
29;'Private,';34383;'Assoc-voc,';11;'Married-civ-spouse,';'Transport-moving,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
26;'Private,';75654;'HS-grad,';9;'Divorced,';'Craft-repair,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
45;'Local-gov,';86644;'Bachelors,';13;'Married-civ-spouse,';'Prof-specialty,';'Wife,';'White,';'Female,';0;0;55;'United-States,'
51;'Private,';386773;'Bachelors,';13;'Never-married,';'Sales,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
31;'Private,';244147;'HS-grad,';9;'Divorced,';'Craft-repair,';'Unmarried,';'White,';'Male,';0;0;55;'United-States,'
26;'Private,';90980;'Assoc-voc,';11;'Divorced,';'Adm-clerical,';'Not-in-family,';'White,';'Female,';0;0;55;'United-States,'
47;'Private,';341995;'Some-college,';10;'Divorced,';'Sales,';'Own-child,';'White,';'Male,';0;0;55;'United-States,'
63;'Local-gov,';28856;'7th-8th,';4;'Married-civ-spouse,';'Other-service,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
42;'Private,';162003;'HS-grad,';9;'Divorced,';'Machine-op-inspct,';'Not-in-family,';'White,';'Male,';0;0;55;'United-States,'
56;'Private,';112840;'HS-grad,';9;'Married-civ-spouse,';'Exec-managerial,';'Husband,';'White,';'Male,';0;0;55;'United-States,'
